txn_id,txn_datetime,store_id,member_id,channel,payment_method,total_amount,discount_amount,campaign_id,is_return
T005977,2026-02-06T17:46:00,S03,M001098,store,mobile_payment,95,0,,false
T005978,2026-02-06T19:53:00,S03,M000097,store,cash,145,0,,false
T005979,2026-02-06T20:17:00,S04,M000710,store,credit_card,1559,0,,false
T005980,2026-02-06T19:25:00,S04,M000030,store,cash,1439,0,,false
T005981,2026-02-06T12:38:00,S05,M000088,store,cash,390,0,,false
T005982,2026-02-06T12:46:00,S05,,store,credit_card,2310,0,,false
T005983,2026-02-06T20:18:00,S05,,store,cash,1896,0,,false
T005984,2026-02-06T17:23:00,S06,M000741,store,mobile_payment,615,0,,false
T005985,2026-02-06T20:05:00,S06,,store,cash,811,0,,false
T005986,2026-02-06T21:47:00,S99,M000690,online,cash,320,0,,false
T005987,2026-02-07T16:43:00,S01,M000881,store,line_pay,770,0,,false
T005988,2026-02-07T15:54:00,S01,,store,cash,1904,0,,false
T005989,2026-02-07T12:26:00,S01,,store,line_pay,2090,0,,false
T005990,2026-02-07T20:31:00,S02,M001002,store,line_pay,1515,0,,false
T005991,2026-02-07T17:22:00,S02,M000624,store,credit_card,675,0,,false
T005992,2026-02-07T17:32:00,S03,M000235,store,cash,110,0,,false
T005993,2026-02-07T14:28:00,S03,M000105,store,cash,35,0,,false
T005994,2026-02-07T16:20:00,S03,M000887,store,credit_card,180,0,,false
T005995,2026-02-07T14:46:00,S04,M000564,store,mobile_payment,1030,0,,false
T005996,2026-02-07T16:55:00,S04,M000055,store,cash,975,0,,false
T005997,2026-02-07T15:32:00,S04,M000454,store,cash,575,0,,false
T005998,2026-02-07T20:04:00,S04,,store,cash,2040,0,,false
T005999,2026-02-07T19:45:00,S05,M000398,store,line_pay,270,0,,false
T006000,2026-02-07T14:55:00,S05,M000828,store,cash,390,0,,false
T006001,2026-02-07T19:23:00,S05,M000759,store,line_pay,915,0,,false
T006002,2026-02-07T17:22:00,S05,,store,credit_card,1752,0,,false
T006003,2026-02-07T15:22:00,S05,,store,mobile_payment,804,42,,false
T006004,2026-02-07T12:50:00,S06,M000715,store,line_pay,1320,0,,false
T006005,2026-02-07T19:52:00,S06,,store,mobile_payment,2267,0,,false
T006006,2026-02-07T22:02:00,S99,M001186,online,cash,130,0,,false
T006007,2026-02-07T22:29:00,S99,,online,line_pay,603,52,,false
T006008,2026-02-08T17:46:00,S01,M000442,store,credit_card,-110,0,,true
T006009,2026-02-08T20:07:00,S05,M000704,store,credit_card,230,0,,false
T006010,2026-02-08T17:52:00,S05,M000145,store,credit_card,1580,0,,false
T006011,2026-02-08T14:43:00,S05,,store,cash,950,0,,false
T006012,2026-02-09T17:31:00,S01,M000201,store,mobile_payment,395,0,,false
T006013,2026-02-09T20:26:00,S01,M001171,store,cash,1050,0,,false
T006014,2026-02-09T15:50:00,S01,M000084,store,line_pay,450,0,,false
T006015,2026-02-09T21:29:00,S02,M000806,store,credit_card,190,0,,false
T006016,2026-02-09T12:12:00,S02,,store,credit_card,2100,0,,false
T006017,2026-02-09T12:16:00,S03,M001092,store,credit_card,105,0,,false
T006018,2026-02-09T19:50:00,S03,M000009,store,cash,160,0,,false
T006019,2026-02-09T19:50:00,S03,M000772,store,credit_card,1135,0,,false
T006020,2026-02-09T18:57:00,S03,,store,cash,1714,46,,false
T006021,2026/02/09 17:03,S05,M000460,store,credit_card,1120,0,,false
T006022,2026-02-09T19:33:00,S06,M000017,store,cash,165,0,,false
T006023,2026-02-09T15:18:00,S06,M000611,store,cash,820,0,,false
T006024,2026-02-09T12:30:00,S99,M000416,online,credit_card,1285,0,,false
T006025,2026-02-10T18:47:00,S01,M000858,store,cash,365,0,,false
T006026,2026-02-10T17:54:00,S03,M000849,store,cash,170,0,,false
T006027,2026-02-10T19:49:00,S03,M000167,store,mobile_payment,110,0,,false
T006028,2026-02-10T15:57:00,S03,M000487,store,credit_card,35,0,,false
T006029,2026-02-10T18:35:00,S03,M000435,store,credit_card,1379,0,,false
T006030,2026-02-10T17:52:00,S04,M000414,store,credit_card,440,0,,false
T006031,2026-02-10T19:49:00,S04,M001131,store,line_pay,1050,0,,false
T006032,2026-02-10T19:45:00,S04,M000848,store,cash,1085,0,,false
T006033,2026-02-10T11:22:00,S05,M000693,store,mobile_payment,500,0,,false
T006034,2026-02-10T20:46:00,S99,M000850,online,credit_card,1346,0,,false
T006035,2026-02-11T18:53:00,S01,M000477,store,cash,555,0,,false
T006036,2026-02-11T21:28:00,S01,M000550,store,cash,750,0,,false
T006037,2026-02-11T12:15:00,S01,M000294,store,line_pay,235,0,,false
T006038,2026-02-11T21:15:00,S01,M001164,store,cash,-120,0,,true
T006039,2026-02-11T20:44:00,S01,,store,cash,2377,0,,false
T006040,2026-02-11T20:23:00,S01,,store,line_pay,1266,0,,false
T006041,2026-02-11T21:50:00,S02,M001039,store,line_pay,105,0,,false
T006042,2026-02-11T19:37:00,S02,M000738,store,credit_card,130,0,,false
T006043,2026-02-11T20:46:00,S02,M000014,store,mobile_payment,165,0,,false
T006044,2026-02-11T19:29:00,S03,M000032,store,credit_card,130,0,,false
T006045,2026-02-11T20:24:00,S04,M000288,store,line_pay,1454,0,,false
T006046,2026-02-11T11:54:00,S04,M000551,store,credit_card,1699,0,,false
T006047,2026-02-11T21:37:00,S05,M001082,store,cash,140,0,,false
T006048,2026-02-11T17:23:00,S05,M000627,store,credit_card,260,0,,false
T006049,2026-02-11T15:17:00,S05,M000623,store,cash,300,0,,false
T006050,2026-02-11T19:19:00,S05,M000281,store,credit_card,390,0,,false
T006051,2026-02-11T19:03:00,S05,M000421,store,credit_card,960,0,,false
T006052,2026-02-11T18:47:00,S05,,store,credit_card,1891,0,,false
T006053,2026-02-11T19:28:00,S06,M000669,store,mobile_payment,130,0,,false
T006054,2026-02-11T21:57:00,S99,M000690,online,credit_card,830,0,,false
T006055,2026-02-11T20:13:00,S99,M000482,online,line_pay,425,0,,false
T006056,2026-02-12T18:58:00,S01,M001083,store,credit_card,160,0,,false
T006057,2026-02-12T20:47:00,S01,M000016,store,mobile_payment,405,0,,false
T006058,2026-02-12T12:02:00,S01,M001018,store,cash,820,0,,false
T006059,2026-02-12T21:03:00,S01,M001026,store,cash,1330,0,,false
T006060,2026-02-12T11:00:00,S01,M000234,store,line_pay,1075,0,,false
T006061,2026-02-12T12:12:00,S01,,store,cash,1592,0,,false
T006062,2026-02-12T12:26:00,S02,M000348,store,credit_card,1120,0,,false
T006063,2026-02-12T20:10:00,S02,,store,credit_card,1240,0,,false
T006064,2026/02/12 18:44,S03,M000444,store,mobile_payment,170,0,,false
T006065,2026-02-12T19:02:00,S03,M000011,store,credit_card,165,0,,false
T006066,2026-02-12T11:45:00,S03,M001145,store,credit_card,35,0,,false
T006067,2026-02-12T20:49:00,S03,M000804,store,credit_card,175,0,,false
T006068,2026-02-12T18:03:00,S03,M000701,store,credit_card,1170,0,,false
T006069,2026-02-12T11:09:00,S04,M001066,store,line_pay,1460,0,,false
T006070,2026-02-12T12:10:00,S04,M000769,store,line_pay,1175,0,,false
T006071,2026-02-12T21:28:00,S04,M000360,store,cash,1530,0,,false
T006072,2026-02-12T20:59:00,S05,M000939,store,line_pay,370,0,,false
T006073,2026-02-12T18:23:00,S05,M000628,store,credit_card,290,0,,false
T006074,2026-02-12T15:23:00,S05,M000970,store,mobile_payment,1190,0,,false
T006075,2026/02/12 12:45,S05,M000315,store,cash,480,0,,false
T006076,2026-02-12T17:24:00,S05,M000307,store,line_pay,690,0,,false
T006077,2026-02-12T19:33:00,S06,M000845,store,cash,110,0,,false
T006078,2026-02-12T19:46:00,S06,M001078,store,credit_card,1020,0,,false
T006079,2026-02-12T19:51:00,S06,M000326,store,line_pay,860,0,,false
T006080,2026/02/13 11:14,S01,M000039,store,credit_card,430,0,,false
T006081,2026-02-13T20:02:00,S01,M000795,store,credit_card,470,0,,false
T006082,2026-02-13T15:17:00,S01,M000898,store,cash,365,0,,false
T006083,2026-02-13T18:16:00,S01,M000206,store,cash,975,0,,false
T006084,2026/02/13 20:33,S02,M000054,store,mobile_payment,110,0,,false
T006085,2026/02/13 19:57,S03,M001095,store,cash,105,0,,false
T006086,2026-02-13T15:10:00,S03,M000598,store,mobile_payment,70,0,,false
T006087,2026-02-13T12:49:00,S03,M000190,store,line_pay,175,0,,false
T006088,2026-02-13T21:45:00,S03,M000003,store,mobile_payment,1175,0,,false
T006089,2026-02-13T12:30:00,S03,,store,mobile_payment,1678,0,,false
T006090,2026-02-13T18:46:00,S04,M000782,store,credit_card,160,0,,false
T006091,2026-02-13T19:26:00,S04,M001128,store,cash,1160,0,,false
T006092,2026-02-13T11:11:00,S04,M000147,store,credit_card,820,0,,false
T006093,2026-02-13T20:55:00,S05,M000419,store,mobile_payment,380,0,,false
T006094,2026-02-13T20:06:00,S05,M000123,store,credit_card,835,0,,false
T006095,2026-02-14T12:11:00,S01,M000428,store,line_pay,440,0,,false
T006096,2026-02-14T17:59:00,S01,M000514,store,credit_card,635,0,,false
T006097,2026-02-14T19:30:00,S02,,store,cash,1628,0,,false
T006098,2026-02-14T14:51:00,S02,,store,credit_card,1265,0,,false
T006099,2026-02-14T20:11:00,S03,M000470,store,cash,1455,0,,false
T006100,2026-02-14T12:53:00,S04,M000519,store,line_pay,1445,0,,false
T006101,2026-02-14T16:22:00,S04,M000975,store,mobile_payment,1534,0,,false
T006102,2026-02-14T16:05:00,S04,M000414,store,cash,1299,0,,false
T006103,2026-02-14T20:51:00,S04,M000464,store,credit_card,395,0,,false
T006104,2026-02-14T14:36:00,S05,M000387,store,credit_card,390,0,,false
T006105,2026-02-14T15:33:00,S05,M000275,store,credit_card,500,0,,false
T006106,2026-02-14T12:12:00,S06,M000130,store,line_pay,100,0,,false
T006107,2026-02-14T11:11:00,S06,M000527,store,mobile_payment,130,0,,false
T006108,2026-02-14T19:57:00,S06,M000439,store,cash,95,0,,false
T006109,2026-02-14T20:24:00,S99,M000831,online,cash,1210,0,,false
T006110,2026-02-15T20:47:00,S01,M000889,store,credit_card,180,0,,false
T006111,2026-02-15T11:38:00,S01,M001077,store,cash,190,0,,false
T006112,2026-02-15T12:14:00,S01,M000917,store,mobile_payment,1290,0,,false
T006113,2026-02-15T20:12:00,S01,M000942,store,cash,1450,0,,false
T006114,2026-02-15T16:19:00,S01,,store,credit_card,800,0,,false
T006115,2026-02-15T11:25:00,S02,M001048,store,mobile_payment,1365,0,,false
T006116,2026-02-15T11:13:00,S02,M000404,store,cash,840,0,,false
T006117,2026-02-15T11:49:00,S02,,store,line_pay,2864,0,,false
T006118,2026-02-15T16:47:00,S03,M000195,store,cash,35,0,,false
T006119,2026-02-15T17:33:00,S03,M000823,store,credit_card,145,0,,false
T006120,2026-02-15T12:14:00,S04,M000033,store,credit_card,1040,0,,false
T006121,2026-02-15T14:21:00,S04,M000304,store,mobile_payment,720,0,,false
T006122,2026-02-15T19:09:00,S04,,store,credit_card,1146,60,,false
T006123,2026-02-15T20:40:00,S05,M000307,store,credit_card,675,0,,false
T006124,2026-02-15T12:27:00,S06,M000091,store,credit_card,845,0,,false
T006125,2026-02-16T11:58:00,S01,M001171,store,credit_card,-180,0,,true
T006126,2026-02-16T11:06:00,S01,,store,cash,2203,0,,false
T006127,2026-02-16T19:23:00,S03,M000616,store,credit_card,160,0,,false
T006128,2026-02-16T17:04:00,S03,M000520,store,mobile_payment,140,0,,false
T006129,2026-02-16T19:43:00,S03,M000877,store,credit_card,160,0,,false
T006130,2026/02/16 12:52,S03,M000389,store,cash,1100,0,,false
T006131,2026-02-16T19:15:00,S04,M000242,store,credit_card,1319,0,,false
T006132,2026-02-16T12:44:00,S04,M001114,store,credit_card,875,0,,false
T006133,2026-02-16T12:43:00,S04,M000553,store,cash,1480,0,,false
T006134,2026-02-16T12:29:00,S05,M000643,store,cash,965,0,,false
T006135,2026-02-16T17:18:00,S05,M000722,store,credit_card,355,0,,false
T006136,2026-02-16T11:11:00,S05,M000535,store,credit_card,325,0,,false
T006137,2026-02-16T17:24:00,S05,M000870,store,line_pay,295,0,,false
T006138,2026-02-16T15:16:00,S05,M000687,store,credit_card,270,0,,false
T006139,2026-02-16T19:54:00,S05,,store,credit_card,1480,163,,false
T006140,2026-02-16T19:40:00,S06,M000767,store,cash,100,0,,false
T006141,2026-02-16T20:40:00,S06,M000316,store,mobile_payment,925,0,,false
T006142,2026-02-16T12:09:00,S06,,store,credit_card,-65,0,,true
T006143,2026-02-16T12:35:00,S99,M000833,online,line_pay,940,0,,false
T006144,2026-02-17T11:23:00,S01,M001007,store,cash,835,0,,false
T006145,2026-02-17T20:43:00,S01,,store,cash,800,0,,false
T006146,2026-02-17T17:55:00,S01,,store,credit_card,1312,69,,false
T006147,2026-02-17T20:34:00,S01,,store,credit_card,1870,35,,false
T006148,2026-02-17T20:53:00,S02,M000243,store,credit_card,175,0,,false
T006149,2026-02-17T21:43:00,S03,M000563,store,line_pay,130,0,,false
T006150,2026-02-17T15:11:00,S03,M000583,store,mobile_payment,35,0,,false
T006151,2026-02-17T20:05:00,S03,M001090,store,credit_card,110,0,,false
T006152,2026-02-17T19:25:00,S04,M001128,store,credit_card,1418,0,,false
T006153,2026-02-17T17:25:00,S04,M000197,store,line_pay,1440,0,,false
T006154,2026-02-17T21:21:00,S04,M000070,store,line_pay,1000,0,,false
T006155,2026-02-17T11:56:00,S04,,store,credit_card,720,0,,false
T006156,2026-02-17T20:48:00,S04,,store,mobile_payment,2197,0,,false
T006157,2026-02-17T20:17:00,S05,M000117,store,cash,435,0,,false
T006158,2026-02-17T17:19:00,S05,,store,mobile_payment,769,0,,false
T006159,2026-02-17T18:48:00,S06,M000750,store,line_pay,180,0,,false
T006160,2026-02-17T20:40:00,S06,,store,credit_card,1472,0,,false
T006161,2026-02-17T09:32:00,S99,,online,credit_card,1843,160,,false
T006162,2026-02-18T17:05:00,S01,M000506,store,credit_card,130,0,,false
T006163,2026-02-18T12:31:00,S01,M001070,store,mobile_payment,465,0,,false
T006164,2026-02-18T20:14:00,S01,M001008,store,mobile_payment,355,0,,false
T006165,2026-02-18T18:10:00,S02,M000537,store,cash,130,0,,false
T006166,2026-02-18T17:56:00,S02,,store,line_pay,2691,44,,false
T006167,2026-02-18T17:11:00,S02,,store,credit_card,1740,39,,false
T006168,2026-02-18T19:15:00,S03,M000589,store,cash,180,0,,false
T006169,2026-02-18T15:18:00,S03,M000162,store,credit_card,130,0,,false
T006170,2026-02-18T19:30:00,S03,M000394,store,line_pay,175,0,,false
T006171,2026-02-18T21:55:00,S03,M000677,store,credit_card,95,0,,false
T006172,2026-02-18T18:04:00,S03,,store,cash,1925,10,,false
T006173,2026-02-18T15:01:00,S04,M000778,store,credit_card,1430,0,,false
T006174,2026-02-18T15:47:00,S04,M000353,store,line_pay,480,0,,false
T006175,2026-02-18T18:59:00,S05,M001024,store,line_pay,440,0,,false
T006176,2026-02-18T12:01:00,S05,M000050,store,credit_card,390,0,,false
T006177,2026-02-18T21:14:00,S05,,store,credit_card,2025,0,,false
T006178,2026-02-18T20:29:00,S06,M000188,store,cash,130,0,,false
T006179,2026/02/18 12:09,S06,M001170,store,credit_card,980,0,,false
T006180,2026-02-18T15:20:00,S06,,store,cash,925,0,,false
T006181,2026-02-18T12:49:00,S99,M000863,online,cash,980,0,,false
T006182,2026-02-18T12:03:00,S99,M001196,online,cash,350,0,,false
T006183,2026-02-18T22:40:00,S99,M000473,online,cash,775,0,,false
T006184,2026-02-19T19:48:00,S02,M000998,store,line_pay,140,0,,false
T006185,2026-02-19T19:46:00,S02,M000282,store,credit_card,1005,0,,false
T006186,2026-02-19T18:45:00,S03,M000660,store,credit_card,35,0,,false
T006187,2026-02-19T11:23:00,S04,M000983,store,mobile_payment,1579,0,,false
T006188,2026-02-19T20:31:00,S04,M001012,store,mobile_payment,1115,0,,false
T006189,2026-02-19T20:59:00,S05,M000129,store,credit_card,110,0,,false
T006190,2026-02-19T22:00:00,S99,,online,cash,1000,0,,false
T006191,2026-02-20T12:56:00,S01,M000144,store,mobile_payment,1310,0,,false
T006192,2026-02-20T20:44:00,S02,M000404,store,credit_card,370,0,,false
T006193,2026-02-20T19:23:00,S03,M000165,store,credit_card,110,0,,false
T006194,2026-02-20T18:34:00,S03,M000081,store,credit_card,130,0,,false
T006195,2026-02-20T12:12:00,S03,M000996,store,credit_card,70,0,,false
T006196,2026-02-20T11:23:00,S03,M000757,store,credit_card,145,0,,false
T006197,2026-02-20T20:35:00,S03,M000109,store,cash,95,0,,false
T006198,2026-02-20T17:34:00,S03,,store,line_pay,3107,0,,false
T006199,2026-02-20T17:32:00,S04,M000033,store,line_pay,290,0,,false
T006200,2026-02-20T11:24:00,S04,M000300,store,line_pay,910,0,,false
T006201,2026-02-20T18:22:00,S06,M001176,store,cash,110,0,,false
T006202,2026-02-20T14:36:00,S99,M001174,online,line_pay,1025,0,,false
T006203,2026-02-21T19:03:00,S01,M000884,store,cash,375,0,,false
T006204,2026-02-21T16:29:00,S01,M000999,store,mobile_payment,445,0,,false
T006205,2026-02-21T20:58:00,S01,,store,cash,2523,0,,false
T006206,2026-02-21T20:11:00,S02,M000965,store,cash,1010,0,,false
T006207,2026-02-21T17:50:00,S02,M000245,store,cash,405,0,,false
T006208,2026-02-21T20:03:00,S03,M000927,store,cash,95,0,,false
T006209,2026-02-21T14:34:00,S03,M000592,store,credit_card,160,0,,false
T006210,2026-02-21T17:49:00,S04,M001114,store,mobile_payment,1319,0,,false
T006211,2026/02/21 16:07,S04,M000544,store,credit_card,1379,0,,false
T006212,2026-02-21T11:19:00,S05,M000815,store,mobile_payment,265,0,,false
T006213,2026-02-21T11:09:00,S05,,store,line_pay,4241,0,,false
T006214,2026-02-21T21:50:00,S99,M000198,online,credit_card,1070,0,,false
T006215,2026-02-22T17:48:00,S01,M000963,store,credit_card,160,0,,false
T006216,2026-02-22T12:47:00,S01,M000491,store,cash,365,0,,false
T006217,2026-02-22T17:38:00,S01,M000684,store,credit_card,880,0,,false
T006218,2026-02-22T19:38:00,S01,,store,credit_card,2159,56,,false
T006219,2026-02-22T17:06:00,S02,M001168,store,credit_card,130,0,,false
T006220,2026-02-22T16:45:00,S02,,store,line_pay,766,0,,false
T006221,2026-02-22T16:58:00,S03,M000308,store,credit_card,170,0,,false
T006222,2026-02-22T15:46:00,S03,M000078,store,cash,145,0,,false
T006223,2026-02-22T16:40:00,S04,M000818,store,line_pay,760,0,,false
T006224,2026-02-22T14:26:00,S05,M000599,store,credit_card,1420,0,,false
T006225,2026-02-22T17:33:00,S05,M000024,store,line_pay,350,0,,false
T006226,2026-02-22T17:37:00,S05,M000399,store,line_pay,265,0,,false
T006227,2026-02-22T17:46:00,S05,M000340,store,cash,320,0,,false
T006228,2026-02-22T14:31:00,S05,M000126,store,credit_card,380,0,,false
T006229,2026-02-22T20:23:00,S05,M000383,store,credit_card,-65,0,,true
T006230,2026-02-22T12:56:00,S06,,store,credit_card,1414,0,,false
T006231,2026-02-23T21:49:00,S01,M000329,store,credit_card,385,0,,false
T006232,2026-02-23T19:25:00,S01,M000819,store,credit_card,1560,0,,false
T006233,2026-02-23T19:18:00,S01,M000498,store,credit_card,290,0,,false
T006234,2026-02-23T20:55:00,S01,M000477,store,credit_card,960,0,,false
T006235,2026/02/23 11:07,S02,M000469,store,line_pay,110,0,,false
T006236,2026-02-23T20:13:00,S02,M000318,store,cash,160,0,,false
T006237,2026-02-23T19:09:00,S02,M000811,store,line_pay,110,0,,false
T006238,2026-02-23T19:14:00,S03,M000721,store,credit_card,95,0,,false
T006239,2026-02-23T21:51:00,S03,M000982,store,mobile_payment,95,0,,false
T006240,2026-02-23T18:27:00,S03,M000089,store,cash,70,0,,false
T006241,2026-02-23T20:47:00,S03,M000961,store,credit_card,70,0,,false
T006242,2026-02-23T12:45:00,S04,M001148,store,line_pay,1479,0,,false
T006243,2026-02-23T21:22:00,S04,M000299,store,line_pay,1319,0,,false
T006244,2026-02-23T18:43:00,S04,M000657,store,credit_card,800,0,,false
T006245,2026-02-23T17:30:00,S04,M001127,store,credit_card,1120,0,,false
T006246,2026-02-23T18:13:00,S05,M000674,store,cash,920,0,,false
T006247,2026-02-23T20:12:00,S05,M000173,store,cash,370,0,,false
T006248,2026-02-23T17:32:00,S05,M000672,store,credit_card,370,0,,false
T006249,2026-02-23T11:46:00,S05,M001034,store,cash,1069,0,,false
T006250,2026-02-23T11:27:00,S06,M000527,store,cash,105,0,,false
T006251,2026-02-23T18:40:00,S06,M000263,store,line_pay,1110,0,,false
T006252,2026-02-23T21:11:00,S06,M000038,store,credit_card,625,0,,false
T006253,2026-02-24T17:02:00,S01,M000413,store,cash,145,0,,false
T006254,2026-02-24T18:09:00,S01,M000644,store,cash,285,0,,false
T006255,2026-02-24T20:42:00,S01,M000339,store,mobile_payment,410,0,,false
T006256,2026-02-24T20:56:00,S01,M000477,store,cash,1120,0,,false
T006257,2026-02-24T17:08:00,S01,M000850,store,cash,360,0,,false
T006258,2026-02-24T18:06:00,S01,M000514,store,cash,285,0,,false
T006259,2026-02-24T19:54:00,S01,M000727,store,credit_card,1260,0,,false
T006260,2026-02-24T20:21:00,S01,M000063,store,credit_card,1110,0,,false
T006261,2026-02-24T18:45:00,S02,M000650,store,cash,160,0,,false
T006262,2026-02-24T21:52:00,S03,M000141,store,cash,70,0,,false
T006263,2026-02-24T15:12:00,S03,M000256,store,credit_card,100,0,,false
T006264,2026-02-24T20:46:00,S03,M000610,store,line_pay,165,0,,false
T006265,2026-02-24T17:36:00,S03,M001017,store,cash,740,0,,false
T006266,2026-02-24T15:21:00,S03,,store,cash,3104,186,,false
T006267,2026-02-24T21:45:00,S04,M000053,store,credit_card,1214,0,,false
T006268,2026-02-24T21:36:00,S04,M000178,store,credit_card,1319,0,,false
T006269,2026-02-24T20:01:00,S04,M001148,store,cash,700,0,,false
T006270,2026-02-24T17:17:00,S04,M000859,store,cash,1030,0,,false
T006271,2026-02-24T15:55:00,S04,M000543,store,credit_card,1035,0,,false
T006272,2026-02-24T12:09:00,S04,M000384,store,credit_card,-220,0,,true
T006273,2026-02-24T15:11:00,S05,M000251,store,credit_card,1270,0,,false
T006274,2026-02-24T19:02:00,S06,,store,credit_card,2456,79,,false
T006275,2026-02-24T20:04:00,S99,M000665,online,credit_card,1310,0,,false
T006276,2026-02-25T20:34:00,S01,M000835,store,credit_card,195,0,,false
T006277,2026-02-25T20:55:00,S01,,store,cash,1400,0,,false
T006278,2026-02-25T20:06:00,S02,M000369,store,cash,175,0,,false
T006279,2026-02-25T18:51:00,S02,,store,mobile_payment,1480,128,,false
T006280,2026-02-25T20:17:00,S02,,store,credit_card,1293,67,,false
T006281,2026-02-25T15:01:00,S03,M000458,store,credit_card,35,0,,false
T006282,2026/02/25 21:38,S05,M000493,store,mobile_payment,195,0,,false
T006283,2026-02-25T18:30:00,S05,M000137,store,cash,160,0,,false
T006284,2026-02-25T21:29:00,S06,M000346,store,credit_card,160,0,,false
T006285,2026-02-26T21:31:00,S01,M001073,store,credit_card,980,0,,false
T006286,2026-02-26T21:19:00,S01,M000789,store,line_pay,380,0,,false
T006287,2026-02-26T12:11:00,S01,M000354,store,credit_card,530,0,,false
T006288,2026-02-26T15:51:00,S01,M000881,store,credit_card,1060,0,,false
T006289,2026-02-26T17:29:00,S02,M000259,store,credit_card,110,0,,false
T006290,2026-02-26T21:31:00,S02,M000157,store,credit_card,110,0,,false
T006291,2026-02-26T15:10:00,S02,M000076,store,line_pay,949,0,,false
T006292,2026-02-26T19:41:00,S02,M000355,store,mobile_payment,455,0,,false
T006293,2026-02-26T15:11:00,S02,,store,cash,2024,78,,false
T006294,2026-02-26T19:40:00,S02,,store,credit_card,1845,0,,false
T006295,2026-02-26T17:10:00,S03,M000090,store,credit_card,180,0,,false
T006296,2026-02-26T20:39:00,S03,M000031,store,cash,175,0,,false
T006297,2026-02-26T18:13:00,S03,M000906,store,line_pay,140,0,,false
T006298,2026-02-26T15:42:00,S03,M000588,store,line_pay,890,0,,false
T006299,2026-02-26T20:27:00,S04,M000384,store,cash,1619,0,,false
T006300,2026-02-26T21:24:00,S05,M001146,store,line_pay,290,0,,false
T006301,2026-02-26T17:49:00,S05,M000566,store,credit_card,440,0,,false
T006302,2026-02-26T20:58:00,S05,M000645,store,cash,390,0,,false
T006303,2026/02/26 19:23,S05,M000944,store,credit_card,455,0,,false
T006304,2026-02-26T20:30:00,S05,,store,line_pay,2178,0,,false
T006305,2026-02-26T19:51:00,S06,M000617,store,credit_card,175,0,,false
T006306,2026-02-26T21:07:00,S06,M000886,store,line_pay,290,0,,false
T006307,2026/02/26 20:21,S06,M000326,store,line_pay,960,0,,false
T006308,2026-02-27T19:47:00,S01,M000895,store,credit_card,315,0,,false
T006309,2026-02-27T18:25:00,S03,M000185,store,mobile_payment,135,0,,false
T006310,2026-02-27T20:18:00,S03,M000913,store,line_pay,35,0,,false
T006311,2026/02/27 21:45,S03,M000230,store,cash,100,0,,false
T006312,2026-02-27T19:06:00,S04,M000053,store,credit_card,500,0,,false
T006313,2026-02-27T18:51:00,S04,M000030,store,credit_card,1159,0,,false
T006314,2026-02-27T18:42:00,S04,M001012,store,credit_card,1030,0,,false
T006315,2026-02-27T18:30:00,S04,,store,line_pay,1944,0,,false
T006316,2026-02-27T20:11:00,S05,M001112,store,credit_card,1220,0,,false
T006317,2026-02-27T17:04:00,S06,M000456,store,credit_card,920,0,,false
T006318,2026-02-27T12:32:00,S99,M000863,online,line_pay,560,0,,false
T006319,2026-02-27T20:32:00,S99,M000232,online,credit_card,485,0,,false
T006320,2026-02-28T12:07:00,S01,M001177,store,cash,95,0,,false
T006321,2026-02-28T16:52:00,S02,M000517,store,credit_card,170,0,,false
T006322,2026-02-28T14:04:00,S02,M000921,store,mobile_payment,170,0,,false
T006323,2026/02/28 20:02,S03,M000177,store,line_pay,100,0,,false
T006324,2026-02-28T20:29:00,S03,M001163,store,credit_card,70,0,,false
T006325,2026-02-28T20:16:00,S03,,store,credit_card,2382,0,,false
T006326,2026-02-28T19:41:00,S03,,store,line_pay,1945,0,,false
T006327,2026-02-28T19:20:00,S04,M000164,store,credit_card,1419,0,,false
T006328,2026-02-28T16:46:00,S04,M000551,store,cash,1379,0,,false
T006329,2026-02-28T14:02:00,S04,M001020,store,credit_card,1155,0,,false
T006330,2026-02-28T16:26:00,S04,M000792,store,credit_card,700,0,,false
T006331,2026-02-28T11:49:00,S05,M001109,store,line_pay,390,0,,false
T006332,2026-02-28T19:35:00,S05,M000853,store,line_pay,260,0,,false
T006333,2026-02-28T14:24:00,S99,M001135,online,mobile_payment,145,0,,false
T006334,2026-03-01T17:04:00,S01,M000229,store,cash,175,0,,false
T006335,2026-03-01T19:57:00,S01,,store,credit_card,1280,0,,false
T006336,2026-03-01T20:27:00,S01,,store,line_pay,2133,136,,false
T006337,2026-03-01T17:44:00,S01,,store,line_pay,2215,0,,false
T006338,2026-03-01T20:24:00,S02,M000417,store,cash,995,0,,false
T006339,2026-03-01T19:47:00,S03,M000279,store,cash,95,0,,false
T006340,2026-03-01T11:32:00,S03,M000728,store,line_pay,105,0,,false
T006341,2026-03-01T11:06:00,S03,M001157,store,cash,175,0,,false
T006342,2026-03-01T19:06:00,S03,M000808,store,mobile_payment,1245,0,,false
T006343,2026-03-01T19:08:00,S03,M000772,store,mobile_payment,1090,0,,false
T006344,2026-03-01T19:50:00,S04,M000777,store,cash,740,0,,false
T006345,2026-03-01T17:59:00,S05,M000136,store,line_pay,175,0,,false
T006346,2026-03-01T19:59:00,S06,M000451,store,credit_card,635,0,,false
T006347,2026-03-01T20:31:00,S99,M000556,online,line_pay,1764,0,,false
T006348,2026-03-02T17:08:00,S01,M000727,store,cash,-120,0,,true
